,B_mature|Naive,B_mature|Memory_switched,B_mature|Memory_unswitched,B_mature|Memory_atypical,B_mature|HSP,B_mature|ISG,B_mature|CCL4,B_mature|GBP,B_mature|EGR,Cancer_Tissue,Cancer_Type
GSE164241_PD170,0.18095238095238095,0.4380952380952381,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE150516_726UN,0.049586776859504134,0.47107438016528924,0.47107438016528924,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,Non-malignant disease,
GSE178991_020218_7,0.31220657276995306,0.0892018779342723,0.5985915492957746,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE178991_E2_GEXL,0.7712337259764415,0.0,0.2287662740235586,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE133028_18_CSF_uns_3pGEX,0.022727272727272728,0.6931818181818182,0.2159090909090909,0.056818181818181816,0.0,0.0,0.0,0.011363636363636364,0.0,Non-malignant disease,
GSE128066_CS_PBL,0.49122807017543857,0.3333333333333333,0.14035087719298245,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,Control,
GSE164690_HN01_PBL,0.8125,0.0875,0.0625,0.0375,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,HNSCC
GSE156776_D1,0.36538461538461536,0.038461538461538464,0.5,0.0,0.0,0.0,0.038461538461538464,0.0,0.057692307692307696,Control,
GSE216329_P23_T_ADM001_MorD3_5_G,0.593103448275862,0.31724137931034485,0.0896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,PRC
GSE133028_21_PB_uns_5pGEX,0.5630026809651475,0.3136729222520107,0.0938337801608579,0.029490616621983913,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE166489_Y127-1-5P_HHT,0.8908754623921085,0.040073982737361284,0.0690505548705302,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE175386_scRNAseq_8,0.3319672131147541,0.47540983606557374,0.19262295081967212,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE132338_p1035859-0,0.7884615384615384,0.20192307692307693,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,Non-malignant disease,
GSE181919_C38,0.10204081632653061,0.4387755102040816,0.30612244897959184,0.0,0.0,0.10204081632653061,0.01020408163265306,0.02040816326530612,0.02040816326530612,Cancer_Tumor,HNSCC
GSE150516_CHO4R,0.16595744680851063,0.18085106382978725,0.6297872340425532,0.0,0.0,0.0,0.0,0.006382978723404255,0.01702127659574468,Non-malignant disease,
GSE178991_sample_I_3_5primeGEX,0.7359622803257608,0.0,0.26403771967423917,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE171555_B85D75-00,0.4317343173431734,0.46863468634686345,0.055350553505535055,0.04428044280442804,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE128066_KC_PBL,0.6381578947368421,0.16447368421052633,0.10526315789473684,0.09210526315789473,0.0,0.0,0.0,0.0,0.0,Control,
GSE167029_C39,0.8896174863387978,0.0,0.11038251366120219,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE145370_R5B5,0.7222623345367027,0.024067388688327317,0.2421179302045728,0.0,0.0,0.0,0.0,0.0,0.011552346570397111,Cancer_AdjNorm,ESCA
GSE200173_Gene_express_1-2,0.6464646464646465,0.020202020202020204,0.23232323232323232,0.0,0.010101010101010102,0.0,0.04040404040404041,0.0,0.050505050505050504,Cancer_Tumor,HCC
GSE175386_scRNAseq_7,0.30708661417322836,0.23622047244094488,0.3937007874015748,0.06299212598425197,0.0,0.0,0.0,0.0,0.0,Control,
GSE132338_p1035819-1,0.8538205980066446,0.07641196013289037,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE145370_S159B5,0.2828535669586984,0.09637046307884856,0.5669586983729662,0.0,0.0,0.0,0.0,0.0,0.05381727158948686,Cancer_AdjNorm,ESCA
GSE175386_scRNAseq_1,0.41624365482233505,0.3401015228426396,0.2436548223350254,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE153117_HE006,0.008936970837253057,0.6382878645343368,0.07243650047036689,0.0,0.0,0.26246472248353714,0.017873941674506115,0.0,0.0,Control,
GSE154405_EK084,0.14601769911504425,0.18141592920353983,0.5398230088495575,0.0,0.01327433628318584,0.0,0.0,0.0,0.11946902654867257,Control,
GSE171555_82CCF5-07,0.3484848484848485,0.21212121212121213,0.4393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE171703_S376_5prime,0.608318890814558,0.33518197573656844,0.05649913344887349,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE150674_PE,0.5357142857142857,0.05357142857142857,0.375,0.017857142857142856,0.017857142857142856,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE178481_ID_BM9-P-T,0.025,0.0375,0.825,0.0,0.0625,0.0,0.05,0.0,0.0,Cancer_Tumor,RCC
GSE129845_CD15P,0.6587112171837709,0.26014319809069214,0.081145584725537,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE162806_MM3009_Ctrl,0.710997442455243,0.18925831202046037,0.09974424552429667,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE158723_NGS18-G696_UCL-NPF10000,0.8786610878661087,0.07531380753138076,0.012552301255230125,0.03347280334728033,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE168522_24_20171027,0.44731610337972166,0.5526838966202783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE130157_15435X3,0.3409090909090909,0.6022727272727273,0.022727272727272728,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,ESCA
GSE166489_Y54-4-5P_HHT,0.6506024096385542,0.12449799196787148,0.2248995983935743,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE178991_020218_4,0.4780316344463972,0.030755711775043937,0.4912126537785589,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE148665_cDNA_KC_20180918,0.703125,0.171875,0.03125,0.09375,0.0,0.0,0.0,0.0,0.0,Control,
GSE162806_MM3040_4h,0.5925925925925926,0.23148148148148148,0.023148148148148147,0.1388888888888889,0.0,0.013888888888888888,0.0,0.0,0.0,Non-malignant disease,
GSE164015_ACE-044-DIL-Epi,0.23469387755102042,0.5408163265306123,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE164690_HN16_PBL,0.35039370078740156,0.29133858267716534,0.2125984251968504,0.14566929133858267,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,HNSCC
GSE171703_R3_RNA,0.7665441176470589,0.20404411764705882,0.016544117647058824,0.012867647058823529,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE168859_AHMWWJBBXX_LGL_32_bt1,0.5266666666666666,0.11,0.2733333333333333,0.0,0.09,0.0,0.0,0.0,0.0,Control,
GSE162806_MM3040_72h,0.7056603773584905,0.19622641509433963,0.0,0.09811320754716982,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE161329_7donor_PBMC,0.6870042708968883,0.17632702867602196,0.1366687004270897,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE144469_C4-CD45,0.18382352941176472,0.5294117647058824,0.21323529411764705,0.0,0.03676470588235294,0.0,0.0,0.0,0.03676470588235294,Non-malignant disease,
GSE164241_GM289,0.14473684210526316,0.27631578947368424,0.11842105263157894,0.0,0.0,0.0,0.0,0.0,0.4605263157894737,Control,
GSE216329_P20_T_ADM001_MorD3_2_G,0.7876712328767124,0.11643835616438356,0.0821917808219178,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,Cancer_Blood,NSCLC
GSE164690_HN06_CD45p,0.10714285714285714,0.5535714285714286,0.17857142857142858,0.0,0.0,0.10714285714285714,0.0,0.05357142857142857,0.0,Cancer_Tumor,HNSCC
GSE162806_MM3008_72h,0.8309859154929577,0.10663983903420524,0.04024144869215292,0.022132796780684104,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE155673_cov_scrna_10,0.6778523489932886,0.2483221476510067,0.040268456375838924,0.03355704697986577,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE166489_Y117-1-5P_HHT,0.7684210526315789,0.08070175438596491,0.08070175438596491,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE216329_P19_TN_ADM001_MorD3_1_G,0.7053571428571429,0.0,0.2767857142857143,0.008928571428571428,0.0,0.0,0.008928571428571428,0.0,0.0,Cancer_Blood,HNSCC
GSE194129_U4,0.050359712230215826,0.03597122302158273,0.4028776978417266,0.2014388489208633,0.0,0.0,0.17985611510791366,0.0,0.12949640287769784,Control,
GSE121380_HB3-1,0.7210526315789474,0.19473684210526315,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE159674_T70,0.42924528301886794,0.5,0.03773584905660377,0.0,0.009433962264150943,0.0,0.02358490566037736,0.0,0.0,Control,
GSE130157_14554X8,0.64,0.29333333333333333,0.04,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,Cancer_Blood,PC
GSE164241_GM238,0.2875536480686695,0.38197424892703863,0.2703862660944206,0.0,0.0,0.0,0.02145922746781116,0.0,0.03862660944206009,Control,
GSE171555_2AD75E-07,0.8126959247648903,0.18730407523510972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE159677_01dat20190620tisCARconHEA,0.06684491978609626,0.15240641711229946,0.7459893048128342,0.0,0.0,0.0,0.0,0.0,0.034759358288770054,Non-malignant disease,
GSE161329_8donor_PBMC_A2,0.37579617834394907,0.16560509554140126,0.44904458598726116,0.009554140127388535,0.0,0.0,0.0,0.0,0.0,Control,
GSE178991_sample_V_1_5primeGEX,0.7393509127789046,0.0,0.2606490872210953,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE178991_D1_GEXL,0.801840490797546,0.0,0.19815950920245398,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE178481_SCG_RCC-BM2-P-T2,0.02857142857142857,0.02857142857142857,0.12653061224489795,0.0,0.8163265306122449,0.0,0.0,0.0,0.0,Cancer_Tumor,RCC
GSE171555_80A16A-00,0.7177508269018743,0.20066152149944874,0.08158765159867695,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE136103_healthy3_cd45plus,0.5845410628019324,0.1497584541062802,0.1932367149758454,0.028985507246376812,0.0,0.0,0.043478260869565216,0.0,0.0,Control,
GSE171555_BAAF62-07,0.44214876033057854,0.4793388429752066,0.0743801652892562,0.0,0.0,0.0,0.0,0.004132231404958678,0.0,Non-malignant disease,
GSE165193_Case3,0.9865196078431373,0.0,0.013480392156862746,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE166992_IVAR75D,0.8333333333333334,0.1323529411764706,0.03431372549019608,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE153117_HE002,0.15890850722311398,0.6131621187800963,0.033707865168539325,0.0,0.0,0.16131621187800962,0.024077046548956663,0.0,0.00882825040128411,Control,
GSE182221_Amit3_2705038383,0.6581532416502947,0.2762278978388998,0.03379174852652259,0.0,0.0,0.03182711198428291,0.0,0.0,0.0,Control,
GSE162806_MM3008_24h,0.7034178610804851,0.15104740904079383,0.10253583241455347,0.04299889746416759,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE144469_C3-CD45,0.6120689655172413,0.1336206896551724,0.21120689655172414,0.0,0.0,0.0,0.0,0.0,0.04310344827586207,Non-malignant disease,
GSE150516_CHO1R,0.5323275862068966,0.10775862068965517,0.3577586206896552,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,Non-malignant disease,
GSE178991_sample_III_3_5primeGEX,0.6947845804988663,0.0,0.3052154195011338,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE133028_16_PB_uns_3pGEX,0.5546075085324232,0.40784982935153585,0.03754266211604096,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE140182_18_00035_LI_SING,0.5352112676056338,0.22535211267605634,0.16901408450704225,0.014084507042253521,0.0,0.04225352112676056,0.014084507042253521,0.0,0.0,Cancer_Metastasis,GC
GSE150877_Yonatan_Fresh,0.3683360258481422,0.5525040387722132,0.0791599353796446,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE129845_209,0.0,0.6442307692307693,0.2403846153846154,0.0,0.028846153846153848,0.0,0.0,0.0,0.08653846153846154,Non-malignant disease,
GSE145370_S158B5,0.2046659597030753,0.23435843054082714,0.45387062566277836,0.0,0.0,0.05514316012725345,0.0,0.0,0.051961823966065745,Cancer_AdjNorm,ESCA
GSE162806_MM3001_Ctrl,0.6254180602006689,0.21070234113712374,0.09364548494983277,0.05351170568561873,0.0,0.016722408026755852,0.0,0.0,0.0,Control,
GSE167029_C26,0.42696629213483145,0.4333868378812199,0.13964686998394862,0.0,0.0,0.0,0.0,0.0,0.0,Control,
GSE130157_14546X2,0.0,0.7452830188679245,0.0,0.25471698113207547,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,PC
GSE178991_E3_GEXL,0.7469066366704162,0.0,0.2530933633295838,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE166489_36M-GEX_HCR,0.7265861027190332,0.18731117824773413,0.05740181268882175,0.0,0.0,0.028700906344410877,0.0,0.0,0.0,Control,
GSE171703_S130_RNA,0.5164034021871203,0.12636695018226002,0.3572296476306197,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE172225_192567SKL_GEX_HHT,0.0,0.11711711711711711,0.8684684684684685,0.0,0.014414414414414415,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE165645_BM_HD_2253_GEX,0.7061143984220908,0.19822485207100593,0.0029585798816568047,0.09270216962524655,0.0,0.0,0.0,0.0,0.0,Control,
GSE136103_cirrhotic2_cd45-_4,0.803030303030303,0.020202020202020204,0.09595959595959595,0.05555555555555555,0.0,0.0,0.025252525252525252,0.0,0.0,Non-malignant disease,
GSE178991_sample_IV_1_5primeGEX,0.6832980972515856,0.0,0.31670190274841437,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE130157_15435X2,0.3333333333333333,0.5238095238095238,0.06349206349206349,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,Cancer_Blood,ESCA
GSE136103_cirrhotic2_cd45-_3,0.8195876288659794,0.07731958762886598,0.030927835051546393,0.03608247422680412,0.0,0.010309278350515464,0.02577319587628866,0.0,0.0,Non-malignant disease,
GSE171964_2049_7,0.4444444444444444,0.3474178403755869,0.2081377151799687,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
GSE216329_P24_TN_ADM001_MorD3_6_G,0.6859504132231405,0.2727272727272727,0.024793388429752067,0.0,0.0,0.0,0.0,0.01652892561983471,0.0,Cancer_Blood,PRC
2021_Ren_Cell_COVID|S-S014,0.530751708428246,0.3553530751708428,0.11389521640091116,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0058,0.3767123287671233,0.2534246575342466,0.3424657534246575,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,Control,
2020_Park_Science_Thymus|T07_TH_TOT_2_S2,0.0,0.0,0.11764705882352941,0.0,0.6588235294117647,0.18823529411764706,0.0,0.03529411764705882,0.0,Control,
2023_Hirz_NatComm_Prostate|GSM5494379_SCG-PCA22-T-HG,0.17943925233644858,0.0,0.35700934579439253,0.0,0.4635514018691589,0.0,0.0,0.0,0.0,Cancer_Tumor,PRC
2023_Terekhova_Immunity_PBMC|M27,0.6792452830188679,0.2339622641509434,0.08679245283018867,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C107_N_1_1_0_c1_v2,0.5633802816901409,0.11267605633802817,0.31690140845070425,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,Control,
2021_Szabo_Immunity_COVID19|COV028_blood_2days,0.3137931034482759,0.506896551724138,0.13793103448275862,0.041379310344827586,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|M04,0.7720588235294118,0.1801470588235294,0.04779411764705882,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Kumar_Nature_Breast|hbca_c165,0.11568938193343899,0.012678288431061807,0.8541996830427893,0.0,0.017432646592709985,0.0,0.0,0.0,0.0,Cancer_Tumor,BRCA
2023_Terekhova_Immunity_PBMC|FC04,0.3875968992248062,0.37209302325581395,0.21705426356589147,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,Control,
2023_Terekhova_Immunity_PBMC|J10,0.45263157894736844,0.2736842105263158,0.18947368421052632,0.05263157894736842,0.0,0.031578947368421054,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|L22,0.7149122807017544,0.12719298245614036,0.12938596491228072,0.02850877192982456,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|D21,0.8035714285714286,0.16071428571428573,0.026785714285714284,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0049,0.45806451612903226,0.3161290322580645,0.2129032258064516,0.0,0.012903225806451613,0.0,0.0,0.0,0.0,Control,
2022_Madissoon_NatGenet_Lung|WSSS8015045,0.43956043956043955,0.3076923076923077,0.15384615384615385,0.0,0.03296703296703297,0.0,0.03296703296703297,0.0,0.03296703296703297,Control,
2021_Stephenson_NatMed_COVID19|MH9143323,0.5263157894736842,0.0,0.11528822055137844,0.09523809523809523,0.0,0.2631578947368421,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|D08,0.3645833333333333,0.40625,0.19791666666666666,0.03125,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M009-4,0.7213420316868593,0.26250388319353835,0.0,0.0,0.0,0.01615408511960236,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S087-2,0.7662636729994243,0.15716753022452504,0.04778353483016695,0.028785261945883708,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|C13,0.5710144927536231,0.2492753623188406,0.17971014492753623,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|FL04,0.4470588235294118,0.5411764705882353,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|A11,0.8287671232876712,0.0,0.17123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C143_T_1_1_0_c1_v2,0.125,0.15833333333333333,0.6833333333333333,0.025,0.0,0.008333333333333333,0.0,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|H10,0.6551724137931034,0.27586206896551724,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|AP9,0.667953667953668,0.10038610038610038,0.05405405405405406,0.17374517374517376,0.0,0.003861003861003861,0.0,0.0,0.0,Non-malignant disease,
2023_Wang_SciAdv_CRC|s0115_Liver_Metastasis,0.0502092050209205,0.08368200836820083,0.5983263598326359,0.0,0.2510460251046025,0.0,0.0,0.0,0.016736401673640166,Cancer_Metastasis,CRC
2023_Hirz_NatComm_Prostate|GSM5494366_SCG-PCA12-N-LG,0.35106382978723405,0.04680851063829787,0.6021276595744681,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_AdjNorm,PRC
2021_Elmentaite_Nature_Intestine|4918STDY7982703,0.6259541984732825,0.11641221374045801,0.25763358778625955,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|P11,0.7070707070707071,0.21212121212121213,0.07407407407407407,0.0,0.0,0.006734006734006734,0.0,0.0,0.0,Control,
2022_Perez_Science_SLE|dmx_YE_7-26,0.783741429970617,0.1435847208619001,0.03173359451518119,0.03682664054848188,0.0,0.004113614103819784,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S021-1,0.674904214559387,0.23333333333333334,0.06685823754789272,0.013793103448275862,0.0,0.011111111111111112,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|G06,0.7,0.23333333333333334,0.05,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,Control,
2021_Pelka_Cell_CRC|C116_T_0_2_0_c1_v2,0.4473684210526316,0.18421052631578946,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,Cancer_Tumor,CRC
2021_Stephenson_NatMed_COVID19|BGCV13_CV0073,0.5076923076923077,0.14871794871794872,0.3333333333333333,0.010256410256410256,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|H13,0.9183266932270916,0.02390438247011952,0.049800796812749,0.0,0.0,0.0,0.0,0.0,0.00796812749003984,Control,
2023_Terekhova_Immunity_PBMC|A12,0.6126760563380281,0.31338028169014087,0.07394366197183098,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Chan_CancerCell_SCLC|RU1066,0.0,0.0,0.20754716981132076,0.0,0.7358490566037735,0.018867924528301886,0.0,0.03773584905660377,0.0,Cancer_Tumor,SCLC
2021_Ren_Cell_COVID|S-S047,0.0,0.0,0.02813852813852814,0.05519480519480519,0.0,0.9166666666666666,0.0,0.0,0.0,Non-malignant disease,
2021_Stephenson_NatMed_COVID19|MH8919179,0.9006211180124224,0.08695652173913043,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S081,0.40298507462686567,0.2537313432835821,0.19402985074626866,0.13432835820895522,0.0,0.0,0.0,0.014925373134328358,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M026-2,0.4367816091954023,0.41954022988505746,0.14367816091954022,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|L20,0.46464646464646464,0.5353535353535354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2023_Terekhova_Immunity_PBMC|K03,0.494949494949495,0.36363636363636365,0.1414141414141414,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M026-1,0.20437956204379562,0.021897810218978103,0.029197080291970802,0.0,0.0,0.7299270072992701,0.014598540145985401,0.0,0.0,Non-malignant disease,
2023_Kumar_Nature_Breast|hbca_c62,0.15517241379310345,0.0,0.7758620689655172,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-M012,0.5405405405405406,0.33783783783783783,0.12162162162162163,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M047,0.01910828025477707,0.12101910828025478,0.0,0.07006369426751592,0.0,0.7898089171974523,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-M008-1,0.8509538950715422,0.12996820349761526,0.010135135135135136,0.008942766295707472,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Madissoon_NatGenet_Lung|WSSS8062680,0.046153846153846156,0.046153846153846156,0.8769230769230769,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,Control,
2022_Dominguez-Conde_Science_CellTypist|CZINY-0108,0.06514657980456026,0.6938110749185668,0.24104234527687296,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2021_Stephenson_NatMed_COVID19|BGCV08_CV0073,0.4584450402144772,0.11528150134048257,0.4262734584450402,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Pelka_Cell_CRC|C144_T_1_1_1_c1_v2,0.0,0.4032258064516129,0.45161290322580644,0.0,0.04838709677419355,0.08064516129032258,0.016129032258064516,0.0,0.0,Cancer_Tumor,CRC
2023_Terekhova_Immunity_PBMC|L04,0.7218543046357616,0.1390728476821192,0.10596026490066225,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,Control,
2021_Ren_Cell_COVID|S-S064,0.5684931506849316,0.2054794520547945,0.22602739726027396,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2021_Ren_Cell_COVID|S-S088-2,0.552790346907994,0.2873303167420814,0.15987933634992457,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2022_Dominguez-Conde_Science_CellTypist|Pan_T7980370,0.1712962962962963,0.3101851851851852,0.2569444444444444,0.0,0.2523148148148148,0.009259259259259259,0.0,0.0,0.0,Control,
2021_Chan_CancerCell_SCLC|RU1134_Sort-Freeze,0.11469072164948453,0.5193298969072165,0.23711340206185566,0.0,0.05283505154639175,0.0,0.0,0.0,0.07603092783505154,Cancer_Tumor,NSCLC
2021_Ren_Cell_COVID|S-M045,0.8060747663551402,0.1308411214953271,0.035046728971962614,0.0,0.0,0.028037383177570093,0.0,0.0,0.0,Non-malignant disease,
2023_Kong_Immunity_CD|N134764_E,0.24836601307189543,0.1830065359477124,0.48366013071895425,0.0,0.0457516339869281,0.0,0.032679738562091505,0.006535947712418301,0.0,Non-malignant disease,
2020_Adams_SciAdv_IPF|207CO,0.6628242074927954,0.0,0.3371757925072046,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
2023_Terekhova_Immunity_PBMC|D11,0.8467432950191571,0.05747126436781609,0.09578544061302682,0.0,0.0,0.0,0.0,0.0,0.0,Control,
2020_Adams_SciAdv_IPF|157I-b,0.551948051948052,0.18831168831168832,0.2597402597402597,0.0,0.0,0.0,0.0,0.0,0.0,Non-malignant disease,
